REVIEW_ID,review_text,review_date
902440053_249712,"good location centrally
located between penn station and broadway shows.  nice upscale hotel.  marriott property.  friendly staff with safe in room.   30 entertainment fee used for drinks or toward expensive buffet breakfast.    comfortable bed and nice bathrooms.",7/12/23
891606015_120346,"Fantastic experience! Great location! I recently stayed at the Blue Moon Hotel in Miami and had a fantastic experience. The location was excellent, and the staff was incredibly friendly. The hotel was impeccably clean, and Jonathan went above and beyond to assist us. Highly recommended!",5/23/23
921075179_19736738,Beautiful Hotel I was very impressed with the cleanliness and the surrounding shops/restaurants that were within walking distance. The Décor was also stunning and staff was very professional. I would defiantly stay again.,10/13/23
865559799_5040757,"Great place to stay Service was great. Breakfast was pretty good.  Not always the same. We ejoyed  or stay and would definitely recommend it.
Staff was very friendly and very helpful.  We needed some more decafe coffee in the room.  It was furnished right away.",10/22/22
898480035_256878,Great staff It would have been 5 stars if not for the mold I found in the bathroom… I will say I still say 4 stars ⭐️ because the Staff was amazing !!! They handled it quickly and were very very sweet and professional! The young lady at Night Shift was great !!!! They made sure to give me a clean room and bathroom was a nice room. My parents stayed in the 2 bedroom suite it was very nice ! Fully equipped and clean! Would definitely stay here again … other than that it would be 5 stars,6/27/23
899181204_85685,"Paradise! Gorgeous hotel, spacious rooms with kitchens and full size refrigerators. Beautiful views of the ocean. The staff are vthe best! Especially the pool & beach guys (Rodrigo). Will definitely come again!",6/30/23
880410563_16711926,"Great stay Excellent stay and service. Clean, safe and friendly staff. Great location with easy access to all Hot Springs has to offer. Including an easy trip to Oaklawn Park. Great for business or personal travel.",2/27/23
908364908_115185,"Beach! Staff was great super helpful! Malvin & Malcom really does their job well! Gave us beach chairs, and umbrellas with no hassle. Really made our experience smooth and wonderful at the beach. Thank you again!",8/6/23
929067027_1022212,"Wonderful stay at Sanctuary Cap Cana Castle Resort, serviced by Kelvin  My wife and I stayed at Sanctuary Cap Cana the week before Thanksgiving and we had such an amazing time. The resort is stunning and we had wonderful service from our butler, Kelvin. All the employees at this resort are fantastic and two of them, Chavelin and Xiorkys, even gave us a hand written note on our last day. The architecture at this resort is just stunning, there’s not a bad view on the property. We would definitely go back.",12/10/23
924477141_84122,"New  Hands down, the front desk staff, location  and Abdul (bar)  are the best.  Abdul’s customer service is the best. He is attentive, knowledgeable and funny! The hotel was renovated and the changes are good too",11/3/23
914167000_3529874,"Front Desk Staff Rocks The room is great and the hotel is clean with a great vibe. But the most wonderful reasons for our review are Kenny and Joanne at the front desk. They are so welcoming, friendly and helpful. They totally made our stay. I wish we could stay longer!",8/31/23
926060036_97779,Excellent service Asuka was the best bar tender i have ever had! Wonderful service. We got dinner and drinks in the h20 and we thoroughly enjoyed our evening. I would recommend to anyone staying in the area to visit the h20.,11/15/23
888419978_109935,"Great stay during grad nights We went to Cedar City  for the graduation ceremony at SUU. The staff was wonderful, Shanda went above and beyond for us. Breakfast was plentiful and the Mexican restaurant attached was really good.  The hotel was fully booked but the rooms were quiet. Everyone we encountered was so friendly and personable. Thanks for a great stay!",4/30/23
868499791_21002817,"Great place! I loved this place! Convenient to everything, staff was outstanding (Latrell Logan) and room was very clean! When I go back, this place will be the first on my list! ❤️❤️❤️ All staff was great! Can’t wait till another trip!",11/14/22
921475907_9702678,"Great hotel in Benton-Bryant area! We stayed here for a couple of days for a family function while  in Benton.  From the minute we walked in, to when we left, everyone was very helpful and friendly.  Hotel was clean.  Bed was comfortable.   This will be our go to hotel when we are in the area!  If you keep the a/c fan on,  you don’t hear the interstate traffic.   Pretty quiet room.",10/15/23
863699790_1902906,"Nice hotel, great pool We stayed at The Gates for 4 nights and enjoyed the pool, location and free shuttle to Old Key West. There is a Starbucks next door which was great. The staff was friendly and kept the hotel and pool clean. Our room was very nice as well. Don’t be surprised if your alarm clock is a rooster in the morning.",10/8/22
913044967_92640,"Clean and convenient to Seaside & Lavalette, 10 minutes away Overall clean and acceptable level of service, the front desk staff were friendly and accommodating. I wasn't pleased with the number of smokers right outside the front entrance since we do not smoke, and the hotel should have better control and/or designate a smoking area far away from the front door. The free coffee was a nice touch, and expected given the high seasonal prices but there was no creamer or milk, only the gross non-dairy creamer placed out. Overall a clean place good to stay. Be careful exiting the parking lot, as there is somewhat of a blind curve on the left.",8/26/23
921720295_223905,"pleasant and professional staff Mitchell, at reception, was extremely polite and pleasant at checkin and with later requests. This is important because  many times senior citizens are made to feel unimportant or foolish. Speaking with a manager upon checkout was proof positive of a great work atmosphere.",10/17/23
921003078_95361,Delamar review It was nice to stay at a place where the staff seemed like they actually like their jobs and were helpful and did a good job. The sauce that is a house specialty was absolutely amazing. Facility was in fantastic shape and the views are out of this world,10/12/23
878696353_813245,Awesome hotel Great location clean hotel delicious breakfast friendly staff hotel was clean.  I recommend hotel for leisure or business.  Management very professional and accommodating.  Front desk very nice and friendly,2/14/23
923851785_22845062,"Great stay!! Highly recommend this hotel!! The staff was great! They truly go above and beyond!! Rooms were clean and comfortable with fridge, microwave and keurig. Breakfast was good with several options, eggs, sausage, cereal and pancakes. Good coffee too!",10/31/23
895930842_1200045,"Seems more like Temporary housing than Hotel Nice staff and easy checkin.  Didn't feel clean and sanitized.  It felt surface clean.  Bed didn't feel fresh room felt not clean or sanitized.  I couldn't sleep so I left.  I didn't have any problems, staff was great and attentive.  Its just not a good hotel.",6/19/23
879823805_223252,"Great beds, airport shuttle a plus! Nice property near the airport. Shuttle service every 30 minutes is great. Great bartender and food upstairs on the 9th floor. Hotel a bit tired, and Bed rooms are nothing special, though the beds where very comfortable, my wife and I had a great nights sleep. In the morning it was a plea sent surprise the shower head and shower was perfect. Good speed on intervener. Great hotel for layover or a night going to the airport.",2/23/23
875162753_1235835,"Awesome! I was checked in by a genuinely very nice man named Phil, the next morning he was serving breakfast from the kitchen and greeting customers. I love Holiday Inn express, I feel safe booking them when traveling across the country, but this Phil guy just made it even better!",1/15/23
877348027_565864,Food was great and Raven provided terrific service. Matt at the bar was top-notch!! The staff was very friendly with a lot of pressure due to the Bruce Springsteen concert. They all performed flawlessly. I will most definitely make The Glenn a stop on my next visit to Atlanta. I’m a foodie that had gone gluten free. This place hit the spot for GF and non GF friends.,2/3/23
917053857_247063,"WONDERFUL Accomodations!! Before we even walked in the door to the hotel (we stayed at Hilton/Doubletree), staff were there to assist.  Check in was wonderful staff  VERY friendly and outgoing, they seemed to enjoy working there!!  The General Manager checked in to make sure we were comfortable and enjoying out stay.  Our Room was 100% clean and our needs were met at every turn!  Beds and bedding comfortable and CLEAN!   We ordered food from the casino restaurants, it was fresh/hot and staff VERY friendly!  We wanted to take a tour of downtown Dead Wood without having to drive and the staff directed us the shuttle that runs every hour, in front of the hotel. 
 Over all, we give this location a TEN!!!",9/17/23
918610444_23634544,"Perfect hotel and location! Beautiful hotel. Our room was spacious, clean and comfortable. Everything was great. The location is too notch - we were so close to tons of entertainment and restaurants. Our room was on the 5th floor and while it was across from the elevator, it was quite quiet. The staff was friendly and welcoming and offered us an upgrade upon arrival. It would be a pleasure to stay here again!!",9/26/23
925028467_80219,"5 Star Stay just as always (Fantastic Management and GREAT room) My wife and I have a tradition since we moved to San Diego 12 years ago.  Every year for my birthday we book a big suite for my birthday and do a romantic staycation.  I love my life!

My Hyatt concierge Ashley is the best!  She always goes the extra mile.   The Globalist recognition here is always fantastic! 
  
Jingle Eichler and Daniel the GM here always helps me on the stay and has upgraded us ahead of arrival for the past 12 years.  They are the absolute best in the business.

They always do birthday cakes for me.  Hyatt for life.  The room was very nice and spacious and the view was great.  I made a nice video of the room but TripAdvisor doesn't support videos.   A shame as the room was impressive.   I'd highly recommend this hotel if coming for work or vacation.",11/8/23
928990892_100938,"Hospitality at it finest!!  Will and the service staff took care of our family during our stay! We were celebrating our sons 5th birthday and we hung out at the hotel all day, playing games, swimming and eating. Will and the kitchen staff took great care of us, making sure our son felt so special on his bday! Thank you!",12/9/23
880781234_1094847,"First adult trip to Jamaica Staff was very friendly. Answered questions and helped us whenever needed.  Grounds was nice but a lot was still under instruction and we were not aware of. Booked a 2 bed junior room upon arrival were told there was none available, which was ok just would have like to know when booking it was guaranteed. Now for the food the traditional jerk hut during lunch time was delicious but every other option on site was not good at all. Except the breakfast buffet I had no problems with.  I really enjoyed my stay while there and even got out to do some local things.",3/3/23
879491082_76065,"A Solid Choice The hotel is well maintained, staff understand service, and great value for the price.  Also, the location is perfect, close to the action without being in the middle of it.  This is a reliable hotel that I have stayed at many times and always end up leaving satisfied.",2/20/23
893304657_14416950,Out the way but nice This looks like a brand new facility. Everything is in tip top shape and the staff is extremely helpful. We even used the laundry facilities and they were excellent machines and VERY affordable. Breakfast was what you would expect may choices and something for everyone/. We were just passing through but found the hotel to be close enough to just about anywhere,6/3/23
926570290_1163666,"Room 412 I love the location, customer service of the staff, cleanliness, and the hot tub. Simply a great place to stay. Only minor complaint the breakfast is below standard. I love this place and will refer this place.",11/19/23
869794434_93871,"Always friendly and relaxing stay! We have stayed here several times and the staff is always friendly and go out of their way to assist! Location is great to airport and G&M’s crab cakes! Rooms are nice size and comfortable.Breakfast is nothing special but gets your day going, and the price is right! FREE!!",11/26/22
879708647_14985393,"Hockey team Friendly helpful staff. Rooms have plenty of space. Very clean upon arrival. A decent selection for free breakfast, and it was great having free coffee station 24/7. The area had plenty of restaurants, gas stations and a grocery store real close",2/22/23
866407001_19260352,"I looked forward to coming back every night! I came from out of state and stayed 26 nights to be present for a risky and complex brain surgery my sister had. I spent many hours in the hospital and driving to and from Dallas. Walking in the door in the late afternoon (exhausted from the Dallas-to-Fort Worth commute) to my clean room and the friendly staff was the highlight of my day. The front desk staff (especially Michelle) were so incredibly kind, and that made a difference in my days. Housekeeping did a wonderful job, and coming back to a clean room with fresh sheets and towels made my stay a lot more comfortable. The surgery was a trying experience for me and my family, and having this quiet, comfortable space was just the restorative and calm experience I needed. Also worth mentioning is that my room didn't have the ""hotel smell"" that you get sometimes. My room always smelled lightly fresh to neutral. Pillows and sheets were so soft, too! I thought I would be tired of living in a hotel after 26 nights, but I honestly was sad to leave and could have stayed longer. I definitely would recommend this place!",10/29/22
876927028_87620,"Great Stay! My boyfriend and I stayed for our anniversary and it could not have been more perfect. Amazing pool, great room and super friendly and helpful staff. Would definitely recommend and will definitely be staying again!",1/30/23
922149296_91534,"Nice place to stay My family stayed overnight recently. Very friendly and helpful staff. The room was immaculately clean. Good internet and typical cable channels. Plenty of hot water for showers. Also, adjustable shower head was nice. DIY breakfast was nice. Nice location. Great value.",10/20/23
865460537_1488752,"Great stay! I stayed at this hotel during a work trip.  It had received good reviews, and my normal Marriott and Hilton properties were booked.  I had never been to the area before.  I was very pleasantly surprised.  The rooms were clean, bed and pillows comfortable (very important, and I am very picky as I travel every week for work). The best part was the young man who works the front desk (i forgot to write his name down, but he started his shift at 3p on oct 3rd).  He was the friendliest, most helpful, sweet front desk person I have ever encountered since traveling for work the past 5 years.  He gave restaurant recommendations, made a fresh pot of coffee in the afternoon, had utensils ready for when they’re not included in deliveries….. just wonderful.  I will def stay here again on my next trip, which is surprising for me because I am all about my points with other brands.  Thumbs up!",10/22/22
868681550_84869,"Overall Very Good We stayed here during a campus visit to UNC.  Overall it was a good stay. It is very close to INC, under a ten minute drive.  There's an IHOP next door and some great restaurants within a short drive.  The room was clean, beds were comfortable.  The staff was wonderful, top notch!  We only had a reservation for one night but we found ourselves in need of the room for a second night and the front desk staff were really great about not only booking us in for another night, but ensuring we would keep the room we were in.  There were a few negatives. The pool was drained and closed so that was a bit disappointing.  The breakfast had a good variety of hot and cold items, though they did seem to have trouble keeping things stocked.  Road noise was somewhat loud on the side of the hotel we were on as well.  Overall it was good stay and we will stay again next time we are in town.",11/16/22
869254326_149184,"Very nice resort....WONDERFUL employees. OK, let's get the elephant in the room out of the way. Yes, there is no beach, as it was wiped away during a recent storm. However, the way the pool area is located, you can grab a chair right up against the sea wall overlooking the ocean, and you can walk down a set of stairs directly adjacent to that area and immediately be in the water. My wife and I are big ""beach"" people, but this situation did not effect our experience in the slightest. 
The rooms at the resort are clean, the beds are comfy and the restaurants and bars were top notch. 
What REALLY made our vacation at this resort a resounding success though, were the hotel employees. Everyone was amazing. The most friendly and helpful resort employees that we have ever experienced. Special shout out to Claudio at the front desk, Brando, Dre and of course Joyce the concierge. My wife and I thank you for your smiles and your hospitality. We will be back",11/21/22
863593692_23334088,"Excellent Accomodations The hotel staff were friendly and knowledgeable, the rooms and hotel were clean. Our only issue was a shower door that would slide slightly open. Overall, the best La Quinta I’ve been to and a good deal.",10/7/22
892038156_91241,"TONY was awesome! The front desk was very friendly and accommodating. Russ was a newer employee, but he did great! TONY in the restaurant was amazing. The only server in the restaurant and he was as cool as a cucumber. It was nice to have real eggs for breakfast. The room itself was clean and just what we needed for a one night stay. Water pressure was nice. The bathroom was a little rough. There were cracks in the walls and the grouting around the shower was not so appealing. The pool was not open, very disappointing. The lobby needs a lot of work. There were water stains on the walls and the large mountain display was pretty rough. In all fairness, it did appear that a slight remodel was happening. However, I would’ve like to have known that before making my reservation. I was informed that if you go to the LAST page of information, where it says “other information” I might have noticed that the pool was not open. 😳 Suggestion: READ EVERYTHING, even if you think you don’t need to. Our score 3 out of 5 stars. It met our needs and breakfast was perfect!",5/26/23
920382974_217498,"Excellent stay My stay was amazing from start to finish. It was my Anniversary and Cortney welcomed us and ensured it was a special night for me and my husband. She was so courteous and welcoming. The entire staff was great from the valet service to house keeping. Also Mr. Walker was so helpful and patience in assisting me. The food is delicious and location is excellent, its near great restaurants and shopping. This has been one of the best hotel experiences.",10/8/23
864528207_224979,"UAA Conference Nice hotel, but a little dated. Service at front desk was outstanding. They did a good job with the conference. My only complaint was about the public restrooms during the conference could have been cleaned a bit more frequently.",10/14/22
914967834_1604119,"HOME AWAY FROM HOME If you are looking somewhere to clear your mind , then Secrets is my PREFERRED place to visit, it is a HOME away from HOME. The food is delicious, and healthy . The staff is amazing. The entertainment is amazing. This resort is 10 out of 10",9/5/23
918854033_92639,"Clean, comfortable, and spacious. This place was great! Very clean and spacious and the staff were very accommodating. We were originally staying at another hotel that did not meet our expectations, so we moved to this hotel and it was much much better.",9/28/23
923377952_2148924,"Ivan the Amazing Bartender I’ve done a ton of traveling all over the world and have sat up at many bars - without a doubt Ivan is the most personable bartender I have met. Great to talk to - very knowledgeable- fantastic service and makes some of the best cocktails I have drank. Because he is a mixologist, he will create cocktails for you that he has designed that you will find no where else.",10/28/23
896087122_446438,"Excellent in all regards.   Excellent in all regards.  Recently renovated room and breakfast area.  Elevator was good.  I was on the third floor.  They gave me a free upgrade to  a king suite.  The room was huge.  Bed comfortable, refrigerator, microwave.  Good wifi, plugs near bed.  Breakfast was excellent!  For once I didn't have to also stop at McDonald's later.  Easy to find from I-95.

One minor nit-pick:  the door stop on the bathroom door is not quite in the right place.  It stops the door from fully opening.  Very minor.",6/20/23
922069968_15161474,"Pampered The Hyatt Centric is staffed with kind, knowledgeable, and professional staff.  It is centrally located for trekking all over Boston.  Very near a metro station, tourist attractions, and fantastic food and drink options (including within the hotel).

Hotel was clean and attractive.  Rooms are small since it's a city hotel - but sufficient.   Mattress was heavenly.  

Small refrigerator was nice to house Mike's Pastries and waters.",10/19/23
897039461_653808,Wonderful hotel! Must stay!! Kayla will take care of you! I loved the location of the hotel. It was only three blocks away from Bourbon Street. The room was well maintained and clean. The bathroom was modernized. The hotel staff was helpful especially the front desk clerk who's name is Kayla.,6/22/23
869180667_91401,"Best place to stay Drury Inn in Terre Haute We want to say thank you thank you thank you  for the great service we received by everyone at the Drury Hotels in Terre Haute, IN.  We had to stay at the hotel for over a week due issues to our home after the storm last week.  We had no heat and thankful for State Farm Insurance making sure we were ok we stayed at the Drury Hotels. 
A HUGE thank you to all the staff at the Drury-- everyone we came in contact with during our stay was very nice, helpful and kept checking on us.  Gave us a upgrade to our room - which was super super nice (a nice suite #624) which is great when you are in any hotel for over a day.  The room was great, quite, clean, the food was great-breakfast and dinner brunch nice and hot and good - and then the popcorn - We will go back again when needed.   We recommend anyone that needs a hotel in Terre Haute to stay at the Drury Inn.
Mattress was great
Extra blankets
extra towels
tolietries provided
Thank you for a great stay -- to everyone -
We were very impressed how everyone was so nice --",11/21/22
879626795_149892,"Great Hotel This hotel is awesome and we had a fantastic time until the senior High School trips checked in.  There were multiple high schools that were there.  The kids were obnoxious, rude with a lot of profanity.  Before they arrived  I would say this is the absolute perfect spot to stay.   The hotel is clean and I mean really clean.  The hotel staff is really nice and friendly. The pools are wonderful and clean and the access to the beach was great.  My only advice to you is to find out when High School Senior trips are booked and avoid that time.  Otherwise book, book, book this hotel.",2/21/23
878976997_223326,"Great hotel! I had a pleasant stay at this hotel which was very convenient to 75. It was clean, the beds were comfortable and the employees I encountered were very welcoming, pleasant and helpful. As a solo traveler I felt safe here and would definitely stay here again when in the area. Highly recommend it.",2/16/23
928071845_1427162,"Great view Spacious and luxurious, Room 1004 at the W Hotel provides ample space for indulging in the exquisite massage services offered by ACUATROMANOS SPA. Scheduling with them was seamless, and the masseuses were exceptionally friendly, delivering an incredible massage experience. I highly recommend the W Hotel for anyone seeking a professional in-room massage service.",12/1/23
927749137_9566323,"Great place home away from home This was a last minute stay due to an injury my husband had late at nite. He ended up at the ER in Russel next to the Quality Inn. The employees were so accommodating and understanding. They even held the breakfast over for him in the morning because he arrived so late from the ER room.  We couldn't ask for a better place. The room was nice, clean and comfortable.",11/28/23
927594794_296713,"Perfect Location An unforgettable experience at Hotel Victor Miami! From the moment I arrived, the staff's warmth and professionalism set the tone for an amazing stay. The location was superb, offering breathtaking ocean views and easy access to the vibrant South Beach scene. The rooms were stylishly appointed, providing both comfort and luxury. The rooftop pool was a highlight, offering a serene escape with stunning vistas. The dining options were top-notch, serving delicious cuisine with impeccable service. Overall, a fantastic stay that exceeded my expectations. I can't wait to return to this gem of a hotel!",11/27/23
906269812_1200910,"A Good Time Was Had by All at the Hampton Inn in Ocala/Belleview Florida We only stay at Hampton Hotels unless there isn't one where we are going.  This Hampton in Ocala is absolutely the best.  We always stay there when we are visiting family who live in The Villages.  The rooms are always clean and ready to occupy at the proscribed time and the housekeeping staff is always ready to help if needed.  One biggie for us is the breakfast.  This hotel consistently has a great breakfast and several choices to choose from.  In a lot of hotels, Hamptons included, this has not been the case lately.  The front office staff looks after your every need, except one.  Where are the wonderful chocolate chip cookies that they used to serve around 500P???   I would recommend this Hampton to anyone without reservation.  If we go back to that area, we will be staying there again.",7/28/23
918429054_2253238,"Highly recommend! We all LOVED this hotel! The staff was phenomenal, especially Nikki at the front desk! The staff was so friendly, funny and helpful. Room was great- they even give u 4 bath towels instead of the usual two! Restaurant bar had really good
Cocktails. The breakfast buffet was delicious! 5 miles from the port and they do have a shuttle or it’s a $23 Uber ride. Plenty of restaurants within walking distance. This will be our go to hotel for future cruises!",9/25/23
878652328_293483,"Excellent service from all the hotel personnel specially Mayra Rodriguez. Mayra was a person who attended us every day in the buffet area and always with a beautiful smile and attentive to our needs.
The hotel in general is very convenient in terms in location, clean and neat.",2/14/23
918912371_13123431,"Great Employees who care about their Guests This hotel is one of the nicest I’ve ever stayed not only clean but all the employees went over and beyond their duties!!  The front check in ladies were very personable and so nice. Their names were Ms Marlo and Ms Nyosha.  They made us feel at home. 
Then the next morning the ladies that took care of breakfast was so very friendly and the food was prepared very nicely and Ms Helen did a great job taking care of the food and when their was no more coffee Ms Penny apologized for it and jumped in action and even asked could she bring coffee to our table 
And then before we left she apologized again and asked if we wanted fruit or cake to take with us.   So very friendly it made a big impression on me because I’ve never seen anyone care so much at any job.  
We went to check out and her name was Ms Tannesha who was nice also.  

If I was Hampton Inn I would reward these employees and be very proud you have so many employees who care.  I would highly recommend this place and definitely when I come back to Atlanta to see a game I will stay there again!!",9/28/23
923396021_182023,"You can't go wrong here. Absolutely wonderful ! The hotel and rooms are well maintained and clean. Above all, the staff at the front desk were as friendly and helpful as any that we've encountered in recent memory. We were here for 4 nights and would have stayed longer except they were pre-booked.",10/28/23
920340726_93486,"Beautiful spacious rooms and comfortable beds. Steps from Times Square. Excellent location, steps to Time Square, tons of shops, eateries including McDonald's on corner of 45th & Broadway.
Rooms are very spacious, bed very comfortable, refrigerator available on request, nice views especially from 2611.
Staff very accommodating and helpful.
ONLY negative is the unfortunate resort fees, only thing you get are free wifi, calls & gym, but computer on 2nd floor you have to pay for internet/computer use plus 50cents per copy.  And 1 of their security personnel was extremely rude, when I was attempting to have a private conversation with the concierge (who was very nice, as rest of hotel personnel).",10/8/23
900709174_12596548,"Excellent all around! Great hotel at a great price. The service was excellent, and I really enjoyed my stay. Long Island Island City has everything you need, and it is easy to get elsewhere in New York. I would stay at the Hyatt Place again, and I highly recommend it.",7/5/23
901235225_87107,Great location and CLEAN!!! Awesome Hotel experience all the time anytime we travel to the east coast of Florida we stay with Hyatt! Rooms are clean! Breakfast included and close to the airport if you’re traveling. Staff is very friendly,7/7/23
862104253_110707,"Noisy night The hotel was clean and breakfast in the morning was sufficient.  The staff was friendly and courteous.  
My major complaint was the noise.  I was kept awake almost all night by the traffic on I-81.  We had a room in the front of the hotel and it was probably only 100 feet from the interstate.  The trucks did not stop until 1:00 AM and started back up at 6:00.  I had the fan on ""constant"" to try to drown out the noise, but it did not work.

If you stay here ask for a room on the backside of the hotel as far away from the interstate as possible .I don't know if it will be any quieter, but it might be worth trying.",9/27/22
868613953_74368,"Super 8 Casa Grande If the room isn't totally comfortable for you, ask for a different room.  The staff and management were very accommodating.  The hotel itself could use a little updating, but otherwise was a nice place to stay.",11/15/22
919338722_9563580,"Excellent, great customer service Excellent hotel, staff all very helpful. Spanish and English. Restaurant is good, buffet breakfast,  lunch and dinner good as well.  Located at top of long st of steps to historical parts of town (great exercise, but be aware 1st day of coming from normal altitudes). Highly recommend to stay here in Cusco.",10/1/23
921795447_100001,Service that Exceeds Expectations and Deserves Recognition Hands down the friendliest hotel staff I’ve had the pleasure of being around. And I’ve never felt the need to write a review for a hotel before now. The level of service far exceeded my expectations. At breakfast the continental breakfast not only had a great selection but was also surprisingly delicious. Then one person offered to clear my empty plate for me and not in the way where I felt like they were trying to get rid of me. Someone else offered bottled water a little later. Then I’m the evening there was a small platter of cookies and they went back boiled tea water to make sure I had a nice hot cup of tea. Hope the staff get recognized for their exceptional service as they definitely deserve it. Will stay here again without hesitation next time I’m in town!,10/17/23
923240870_483328,"Great stay at Holiday Inn in Pasco! Super clean hotel with great amenities!  Comfy beds, big rooms/suites, nice coffee and tea bar that actually had honey, and super friendly and helpful staff.  Good quality and hot breakfast each morning was a plus. 10/10.",10/27/23
871364434_76490,"Best time ever!!! We  stayed here for a dad son night out.  Floyd the amazing front desk associate  hooked us up with an awesome suite  that had a great view.  The room was huge and had been recently
re-decorated  in a modern theme.  Thanks again to the great staff at the Holiday Inn express.",12/11/22
865202246_182235,Good stay while in city for work Hotel is a little dated but has everything you need! Great service from Peanuts Pub and it was nice that breakfast was included. Staff were friendly especially the tall gentleman at the front desk who went out of his way to assist me at check in and with everything else we needed during our stay!,10/19/22
862325181_111487,Jose Valentin Jose was so pleasant to talk to!!  Great Service!! Super Nice!! I will recommend this location for great customer service again!  The prompt response and friendliness was a nice welcoming feel.  Thank you!,9/28/22
870020158_1880417,"great for our family and dog We stayed Thanksgiving weekend and after traffic getting in, a speedy check-in with warm cookies and dog treats to greet us was great. Even better was the manager's special offering complimentary beverages and relaxing at the bar with the wonderful host, Lisa. Room was clean and comfortable. Breakfast was good quality. Only issue was the pool was closed for maintenance but we were able to let the kids swim at the pool at the hotel across the parking lot. Definitely our best hotel experience in Columbus to date and the place we will chose every time now.",11/28/22
882047657_646557,"Safe clan and quiet Lovely place, quite, very nice front people, very helpful great services. 
Breakfast was beyond good. 
After the previous night in a very sketchy place it was nice to stay in a place that was so very nice.",3/13/23
865675451_12882344,"Amazing service Firstly I should explain we were not staying at this Hotel. We have stayed previously and have always enjoyed, but there was no availability for the night we wanted to stay.

We were walking back to our hotel and got caught in a rainstorm so popped into the Hotel for shelter.

I remember it had a great hotel gift shop so we went to browse and make a purchase. Lisa, I hope I remembered her name correctly, was delightful. So friendly and helpful and great knowledge about the products.

It was still raining when we left and initially she offered us an umbrella to use and then she spoke to one of the bellman and said she had arranged a ride back to our hotel. How unexpected and delightful. It was less than 1/2 mile back to our Hotel but we would have been soaked.

Derek drove us back. He was so nice and engaging.

It really was a wonderful service experience and next time we are in Sarasota we hope to return to this Hotel.

Truly personal service. Thank you",10/23/22
916822768_94052,"Best experience!!! Gina at the front desk provided the best service i have ever received at a hotel!! If Gina is not here on my next trip here i will cancel my reservation!!! Because of her kindness, service and caring for me during my stay! She was so helpful and really took care of me during my stay.",9/16/23
919294225_120559,"Fancy hotel at moderate price My family loved the Darcy. Super nice atmosphere with fun lobby, coffee shop, bar and restaurant. Very friendly staff. Great rooms.We walked to the White House so nice location with lots of embassies and restaurants.Also near the memorial museum of Victims of Communism.",10/1/23
886368606_10131964,"Good for overnight stay The property appeared relatively new, clean and well maintained.  The room was comfortable and spacious.  Pretty standard for a newer La Quinta hotel.  The complimentary breakfast was average but they provided a nice eating area. The staff was friendly and helpful  On their website, they advertise a wine and beer bar in the hotel lobby.  Unfortunately it was not open because the staff were all under age for serving liquor.  Their pet fee was reasonable at $25 per night.  Overall the price was pretty expense.",4/15/23
923254370_225256,"Great location. Quiet clean hotel. Hotel is in a great location. Close to both Winchester Mystery House and Santana Row. The hotel had a nice bar, knowledgeable bartender. Staff were very friendly. Room was spacious and clean. Quiet! Got a great nights sleep. Breakfast starts at 6:00 am, which for us as early risers was perfect. We will stay here again.",10/27/23
916987718_100015,Very nice low priced hotel. The hotel was clean and comfortable.  The bed was comfortable with nice bedding. The staff was very nice. Good price. We will stay here again. Close to many restaurants and convenient to Mt Airy’s downtown.,9/17/23
866294565_19489157,Exceeds Expectations! This is by far one of the best hotel experiences I’ve had in a long time! The rooms were immaculate! The staff are all so friendly and helpful! Everything was explained well at check in about the CC hold and how to order breakfast. They have great grab-and-go selections and a beautiful courtyard with fire pits to relax in! Having a bar is also a great amenity!! I would recommend anyone traveling to this area to stay at this hotel!,10/28/22
860467066_1895703,"Going downhill We stay many time at this location unfortunately not sure if its Covid or lack of workers these days but what a disappointment. Our room #319 smell very bad not sure  what it was, carpet definitely need some serious cleaning , red sofa  stain all over . WI-FI not working .bathroom frame  miroir was peeling and shower had no power. Toilet was block before we start using it. One  of the lamp shade was all broken we call to replace and came with 2 other lamp shade. The gentleman at the reception was very apologetic about the situation offer us to give us points and  credit for breakfast he try and we really appreciated the effort but unfortunately  we will  not return. Expensive room for about 320$ per night ! Maintenance has to be consistance and I think communication between the people who clean the room and the manager of the place … someone is not getting the information.",9/16/22
890364335_1164515,"Amazing Owner! I’ve never had better nights at motels than with Kam’s! Beds are great, showers are roomy, staff is great I’ve had the pleasure of staying multiple times this past year with my husband and kids and then solo. The big boss Kam B is very fulfilling and he makes sure you leave satisfied and wanting more! Every time I stayed, the beds were soft and squeaky (which I love), the showers had more than enough room for two, and the room had lots of furniture for activities! The owner also knows all the places in town, he was a big help in letting me get to know the town! My husband asked why I had to stay in Havelock for 3 more days, and I didn’t know what to tell him! Pool is very roomy, but out in the open, it could be a little more discreet. Staff was extremely passionate about working and they really elevated my experience. I came every time I was in Havelock! Will definitely be coming back!",5/14/23
870951654_12913174,"Hampton Inn - Tijuana Was in TJ for business a few and stayed at The Hampton Inn, since near our facility. It was very clean and service was fantastic; particularly the breakfast server Pat. 
Always helpful and cheerful! 
Front desk attendance very accommodating and helpful.
A pleasurable stay!",12/7/22
929593901_15611413,"Wonderful stay (thank you to the employee- Kenji Colin) Wonderful stay - welcoming place, nice and quiet (clean and classy rooms) and Kenji Colin was amazing. He was very professional and helpful. I hope his boss/manager is aware of how wonderful an employee his is! We will certainly stay here again.",12/15/23
